question,answer
أحتاج توضيح: What is the credit limit for students on probation?,Students on probation can register 9–16 credit hours.
Can you clarify: شنو يصير إذا كنت تحت الإنذار الأكاديمي؟?,"إذا كنت تحت الإنذار، تسجل من 9 إلى 16 ساعة."
أحتاج توضيح: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
سؤال: How do I drop a course?,Use SIS: Drop Course under E-Services.
I have a question: كم عدد الساعات المطلوبة لتخصص الـ IT؟,برنامج تقنية المعلومات يتطلب إجمالي 131 ساعة معتمدة.
Please explain: شلون أتواصل مع دكتور رضوان؟,الإيميل: rabujassar81@gmail.com | الهاتف: 24394241
I have a question: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
What GPA is required to graduate?,Minimum cumulative GPA required is 2.0.
Can you clarify: What is the maximum number of credits for graduating students??,Graduating students may register up to 24 credits.
Please explain: ما هي متطلبات الكلية الإجبارية؟,يجب إكمال MST129 و TM260.
سؤال: What is the minimum score to pass the final exam?,You need 20/50 in final exam and 50/100 total.
سؤال: وين المسرح الصغير؟,بالدور الأول بين مبنى الطلاب والطالبات.
أحتاج توضيح: How can I contact Dr. Ahmad Khalaf?,Email: akhalaf@std.aou.edu.kw | Phone: 24394285
سؤال: How many compulsory IT major courses exist?,There are 14 compulsory major courses totaling 96 credits.
Can you clarify: What is the prerequisite for M251??,M251 requires completing TM105.
ما هي مواد الكلية الاختيارية؟,المواد الاختيارية: MT101 و MT390 و M277.
I have a question: شنو أقل وأعلى عدد ساعات أقدر أسجلها كطالب مستجد؟,تقدر تسجل بين 12 و21 ساعة كطالب مستجد.
أحتاج توضيح: How can I contact Dr. Alhussain Ali?,Email: AAly@tut.aou.edu.kw
I have a question: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
كم مدة الفصل الصيفي؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
ماذا يعادل تقدير B+؟,B+ يعادل 3.5 ونطاق 82–89.
ما الحد الأدنى للنجاح في النهائي؟,تحتاج 20 من 50 في النهائي و50/100 إجمالياً.
شنو يعني: What is the prerequisite for M251?؟,M251 requires completing TM105.
سؤال: How can I contact Dr. Loai?,Email: lshalabi@aou.edu.kw | WhatsApp: 24394288
I have a question: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
What are the compulsory faculty requirements?,You must complete MST129 and TM260.
Please explain: كم عدد الساعات المطلوبة لتخصص الـ IT؟,برنامج تقنية المعلومات يتطلب إجمالي 131 ساعة معتمدة.
سؤال: What GPA is required to graduate?,Minimum cumulative GPA required is 2.0.
What is the prerequisite for M251?,M251 requires completing TM105.
شنو يعني: How do I drop a course?؟,Use SIS: Drop Course under E-Services.
Can you clarify: شنو أقصى عدد ساعات للخريجين؟?,الخريج يقدر يسجل لغاية 24 ساعة.
I have a question: How can I contact Dr. Nay Yousef?,Phone: 24394341
I have a question: How do I drop a course?,Use SIS: Drop Course under E-Services.
Can you clarify: How can I contact Dr. Loai??,Email: lshalabi@aou.edu.kw | WhatsApp: 24394288
سؤال: شنو يصير إذا كنت تحت الإنذار الأكاديمي؟,"إذا كنت تحت الإنذار، تسجل من 9 إلى 16 ساعة."
I have a question: Where is the Small Auditorium?,Located on the 1st floor between male & female buildings.
Can you clarify: شنو المعدل المطلوب للتخرج؟?,المعدل المطلوب للتخرج هو 2.0.
Can you clarify: What is the requirement to enter the final exam??,You must score 15/50 in continuous assessment.
I have a question: شنو المعدل المطلوب للتخرج؟,المعدل المطلوب للتخرج هو 2.0.
Can you clarify: What is the minimum and maximum number of hours for freshmen??,Freshmen can register between 12 and 21 credit hours.
I have a question: How do I suspend my enrollment?,Go to SIS → Request a Service → Suspension → Pay 10 KWD.
Please explain: How many compulsory IT major courses exist?,There are 14 compulsory major courses totaling 96 credits.
Can you clarify: شلون أتواصل مع دكتور سلامة عفيفي؟?,رقم: 24394348
How can I contact Dr. Alhussain Ali?,Email: AAly@tut.aou.edu.kw
شنو يعني: كم مدة الفصل الصيفي؟؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
سؤال: How can I contact Dr. Naser Zaeri?,Email: n.zaeri@aou.edu.kw | WhatsApp: 24394277
What is the maximum number of credits for graduating students?,Graduating students may register up to 24 credits.
Can you clarify: How can I contact Dr. Loai??,Email: lshalabi@aou.edu.kw | WhatsApp: 24394288
أحتاج توضيح: شلون أتواصل مع دكتور ناي يوسف؟,رقم: 24394341
شنو يعني: What is the minimum score to pass the final exam?؟,You need 20/50 in final exam and 50/100 total.
Please explain: شلون أتواصل مع دكتور الحسين علي؟,بريد: AAly@tut.aou.edu.kw
وين المسرح الصغير؟,بالدور الأول بين مبنى الطلاب والطالبات.
I have a question: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
أحتاج توضيح: How can I contact Dr. Salama Afifi?,Phone: 24394348
أحتاج توضيح: What is the minimum score to pass the final exam?,You need 20/50 in final exam and 50/100 total.
شنو يعني: شلون أتواصل مع دكتور لؤي؟؟,الإيميل: lshalabi@aou.edu.kw | رقم 24394288
أحتاج توضيح: How do I drop a course?,Use SIS: Drop Course under E-Services.
I have a question: ما هي مواد الكلية الاختيارية؟,المواد الاختيارية: MT101 و MT390 و M277.
ما المتطلب السابق لمادة M251؟,يجب إنهاء TM105 قبل M251.
شنو يعني: ما شرط دخول الامتحان النهائي؟؟,يجب الحصول على 15 من 50 في التقييم المستمر.
شلون أتواصل مع دكتور ناصر زائري؟,الإيميل: n.zaeri@aou.edu.kw | رقم 24394277
أحتاج توضيح: Where are GE rooms located?,"GE rooms are in the Student Building, Ground Floor."
شنو يعني: وين قاعات GE؟؟,قاعات GE بالمبنى الطلابي في الأرضي.
سؤال: How can I contact Dr. Alhussain Ali?,Email: AAly@tut.aou.edu.kw
Please explain: شلون أتواصل مع دكتورة أمل ناجي؟,الإيميل: anaji@aou.edu.kw
شنو يعني: شنو أقصى عدد ساعات للخريجين؟؟,الخريج يقدر يسجل لغاية 24 ساعة.
Please explain: How do I suspend my enrollment?,Go to SIS → Request a Service → Suspension → Pay 10 KWD.
Please explain: What GPA is required to graduate?,Minimum cumulative GPA required is 2.0.
Please explain: شلون أتواصل مع دكتور ناي يوسف؟,رقم: 24394341
How long is the summer semester?,The summer semester lasts 8 weeks including exams.
ما الحد الأدنى للنجاح في النهائي؟,تحتاج 20 من 50 في النهائي و50/100 إجمالياً.
I have a question: شلون أتواصل مع دكتور لؤي؟,الإيميل: lshalabi@aou.edu.kw | رقم 24394288
شنو يعني: What are the compulsory faculty requirements?؟,You must complete MST129 and TM260.
Please explain: How can I contact Dr. Radwan?,Email: rabujassar81@gmail.com | Phone: 24394241
أحتاج توضيح: شلون أتواصل مع دكتور سلامة عفيفي؟,رقم: 24394348
Can you clarify: How many compulsory IT major courses exist??,There are 14 compulsory major courses totaling 96 credits.
شنو يعني: How can I contact Dr. Ahmad Khalaf?؟,Email: akhalaf@std.aou.edu.kw | Phone: 24394285
What is the credit limit for students on probation?,Students on probation can register 9–16 credit hours.
أحتاج توضيح: What is the requirement to enter the final exam?,You must score 15/50 in continuous assessment.
أحتاج توضيح: ما شرط دخول الامتحان النهائي؟,يجب الحصول على 15 من 50 في التقييم المستمر.
شنو يعني: Can I register M269 before M110?؟,"No, M269 requires M110 and MT131."
أحتاج توضيح: كم عدد مواد التخصص الإجبارية في IT؟,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
شنو يعني: شلون أوقف قيدي؟؟,ادخل SIS → طلب خدمة → إيقاف قيد → ادفع 10 د.ك.
شنو يعني: How many total credit hours are required for IT?؟,The IT program requires 131 credit hours in total.
أحتاج توضيح: How can I contact Dr. Naser Zaeri?,Email: n.zaeri@aou.edu.kw | WhatsApp: 24394277
أحتاج توضيح: شلون أتواصل مع دكتور الحسين علي؟,بريد: AAly@tut.aou.edu.kw
I have a question: How can I contact Dr. Nay Yousef?,Phone: 24394341
I have a question: شنو أقصى عدد ساعات للخريجين؟,الخريج يقدر يسجل لغاية 24 ساعة.
Please explain: كم مدة الفصل الصيفي؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
أحتاج توضيح: How can I contact Dr. Alhussain Ali?,Email: AAly@tut.aou.edu.kw
شنو يعني: شلون أتواصل مع دكتور الحسين علي؟؟,بريد: AAly@tut.aou.edu.kw
What is the maximum number of credits for graduating students?,Graduating students may register up to 24 credits.
شنو يعني: How can I contact Dr. Alhussain Ali?؟,Email: AAly@tut.aou.edu.kw
شنو يعني: What is the maximum number of credits for graduating students?؟,Graduating students may register up to 24 credits.
شنو يعني: What is the prerequisite for M251?؟,M251 requires completing TM105.
Can you clarify: Where is the Small Auditorium??,Located on the 1st floor between male & female buildings.
Can you clarify: What is the minimum score to pass the final exam??,You need 20/50 in final exam and 50/100 total.
سؤال: What is the requirement to enter the final exam?,You must score 15/50 in continuous assessment.
أحتاج توضيح: شلون أسقط مادة؟,عن طريق SIS: Drop Course.
I have a question: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
Please explain: What is the minimum and maximum number of hours for freshmen?,Freshmen can register between 12 and 21 credit hours.
I have a question: كم عدد مواد التخصص الإجبارية في IT؟,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
أحتاج توضيح: كم مدة الفصل الصيفي؟,الفصل الصيفي مدته 8 أسابيع مع الامتحانات.
سؤال: How can I contact Dr. Amal Naji?,Email: anaji@aou.edu.kw
I have a question: How can I contact Dr. Naser Zaeri?,Email: n.zaeri@aou.edu.kw | WhatsApp: 24394277
I have a question: What is the minimum and maximum number of hours for freshmen?,Freshmen can register between 12 and 21 credit hours.
سؤال: هل أقدر أسجل M269 قبل M110؟,"لا، يجب إنهاء M110 و MT131 أولاً."
ما هي مواد الكلية الاختيارية؟,المواد الاختيارية: MT101 و MT390 و M277.
I have a question: شلون أتواصل مع دكتور أحمد خلف؟,الإيميل: akhalaf@std.aou.edu.kw | رقم 24394285
Can you clarify: كم عدد مواد التخصص الإجبارية في IT؟?,يوجد 14 مادة إجبارية بمجموع 96 ساعة.
